Encounter.mediaAsset0,Encounter.mediaAsset1,Encounter.mediaAsset2,Encounter.mediaAsset3,Encounter.mediaAsset4,Encounter.mediaAsset5,Encounter.mediaAsset6,Encounter.mediaAsset7,Encounter.mediaAsset8,Encounter.mediaAsset9,Encounter.locationID,Encounter.verbatimLocality,Encounter.decimalLatitude,Encounter.decimalLongitude,Encounter.year,Encounter.month,Encounter.day,Encounter.hour,Encounter.minutes,Encounter.occurrenceRemarks,Encounter.photographer0.fullName,Encounter.photographer0.affiliation,Encounter.photographer0.emailAddress,Encounter.genus,Encounter.specificEpithet,Encounter.submitterX.affiliation,Encounter.submitterX.emailAddress,Encounter.state,Encounter.mediaAsset0.keywords,Encounter.Keywords0,Encounter.Keywords1,Encounter.mediaAsset1.keywords,Encounter.mediaAsset2.keywords,Encounter.mediaAsset3.keywords,Encounter.mediaAsset4.keywords,Encounter.mediaAsset5.keywords,Encounter.mediaAsset6.keywords,Encounter.mediaAsset7.keywords,Encounter.mediaAsset8.keywords,Encounter.mediaAsset9.keywords,Encounter.measurement0,Encounter.measurement1,Encounter.measurement2,Encounter.distinguishingScar,Encounter.livingStatus,Encounter.lifeStage,Encounter.depth,Encounter.behavior,Encounter.sex,Encounter.individualID,Encounter.identificationRemarks,Encounter.informOtherX.affiliation,Encounter.informOtherX.emailAddress,Encounter.informOtherX.fullName,Encounter.submitterOrganization,TissueSample.sampleID
00804_-_00_00_42_00_-_168_ID7_box167.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
00804_-_00_01_46_750_-_427_ID17_box432.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
00804_-_00_02_25_500_-_582_ID29_box631.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
00804_-_00_02_29_500_-_598_ID32_box650.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
00804_-_00_03_27_250_-_829_ID40_box881.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
00804_-_00_03_49_750_-_919_ID58_box1027.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
00804_-_00_03_49_750_-_919_ID52_box1028.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
00804_-_00_03_52_750_-_931_ID60_box1071.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
00804_-_00_04_03_750_-_975_ID73_box1136.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
00806_-_00_00_31_250_-_125_ID2_box127.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
00807_-_00_00_26_00_-_104_ID2_box128.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
00807_-_00_00_30_250_-_121_ID13_box203.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
00807_-_00_00_31_500_-_126_ID15_box222.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
00807_-_00_00_32_250_-_129_ID16_box239.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
00807_-_00_00_35_250_-_141_ID23_box272.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
00807_-_00_00_42_250_-_169_ID26_box315.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
00808_-_00_00_19_250_-_77_ID14_box98.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
MVI_0967_-_00_00_05_750_-_23_ID7_box39.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Christy,Grouper Moon,Christy,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
MVI_0967_-_00_00_16_00_-_64_ID17_box106.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Christy,Grouper Moon,Christy,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
MVI_0967_-_00_00_59_250_-_237_ID47_box296.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Christy,Grouper Moon,Christy,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
020815_evening_blackvideocamera_brice_1_-_00_00_03_00_-_12_ID1_box15.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,8,18,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
020815_evening_blackvideocamera_brice_1_-_00_00_28_500_-_114_ID34_box245.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,8,18,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
020815_evening_blackvideocamera_brice_1_-_00_01_20_750_-_323_ID68_box488.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,8,18,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
020815_evening_blackvideocamera_brice_1_-_00_04_07_00_-_988_ID108_box1182.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,8,18,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
020815_evening_blackvideocamera_brice_2_christy.egggrab.bag2_-_00_00_52_750_-_211_ID18_box224.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,8,18,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
020815_evening_blackvideocamera_brice_2_christy.egggrab.bag2_-_00_01_36_250_-_385_ID41_box431.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,8,18,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
020815_evening_blackvideocamera_brice_2_christy.egggrab.bag2_-_00_02_14_00_-_536_ID63_box598.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,8,18,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021115_afternoon_blackvideocamera_brice_richardsreef_1_-_00_03_55_00_-_940_ID15_box940.jpg,021115_afternoon_blackvideocamera_brice_richardsreef_1_-_00_03_42_750_-_891_ID15_box891.jpg,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,11,13,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021115_afternoon_blackvideocamera_brice_richardsreef_4_-_00_11_12_750_-_2691_ID36_box2692.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,11,13,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021115_afternoon_blackvideocamera_brice_richardsreef_5_-_00_01_49_500_-_438_ID1_box437.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,11,13,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
020815_evening_blackvideocamera_brice_3_-_00_01_32_250_-_369_ID35_box415.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,8,18,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021115_afternoon_blackvideocamera_brice_richardsreef_2_-_00_01_26_500_-_346_ID9_box346.jpg,,,,,,,,,,Little Cayman,,,,2015,,,13,,,Brice,Grouper Moon,Brice,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
MVI_0975_-_00_00_00_500_-_2_ID0_box2.jpg,,,,,,,,,,Little Cayman,,,,2015,,,,,,Christy,Grouper Moon,Christy,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_00_00_250_-_1_ID0_box0.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_00_03_00_-_12_ID4_box23.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_00_05_00_-_20_ID6_box34.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_00_05_750_-_23_ID8_box40.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_00_13_750_-_55_ID17_box107.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_00_20_500_-_82_ID18_box152.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_00_26_500_-_106_ID28_box185.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_00_52_250_-_209_ID42_box317.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_00_59_00_-_236_ID48_box362.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_01_02_750_-_251_ID58_box391.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_01_04_500_-_258_ID61_box398.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_01_11_00_-_284_ID69_box440.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_02_18_00_-_552_ID114_box777.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_02_20_500_-_562_ID116_box788.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_02_41_250_-_645_ID127_box895.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_02_47_500_-_670_ID128_box937.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_03_25_500_-_822_ID157_box1107.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_03_51_250_-_925_ID185_box1237.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_04_57_00_-_1188_ID278_box1636.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_05_31_00_-_1324_ID316_box1809.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_05_34_750_-_1339_ID320_box1830.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_05_44_750_-_1379_ID329_box1899.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_05_53_500_-_1414_ID341_box1982.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_06_08_500_-_1474_ID346_box2068.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_06_38_250_-_1593_ID363_box2211.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_06_42_250_-_1609_ID365_box2230.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_07_02_500_-_1690_ID379_box2347.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_07_06_500_-_1706_ID382_box2383.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_07_49_500_-_1878_ID428_box2590.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_08_39_750_-_2079_ID474_box2917.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_08_42_250_-_2089_ID485_box2949.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_08_44_00_-_2096_ID486_box2976.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_08_47_500_-_2110_ID488_box3013.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_08_50_00_-_2120_ID496_box3040.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_08_52_00_-_2128_ID500_box3052.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_08_54_500_-_2138_ID501_box3063.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_1_-_00_08_57_250_-_2149_ID501_box3083.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_2_-_00_00_45_00_-_180_ID21_box211.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_2_-_00_00_52_00_-_208_ID33_box255.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_2_-_00_01_21_00_-_324_ID54_box401.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_2_-_00_01_23_500_-_334_ID55_box414.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_2_-_00_01_32_00_-_368_ID61_box453.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_2_-_00_01_41_00_-_404_ID64_box489.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_2_-_00_02_55_00_-_700_ID122_box861.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_2_-_00_03_00_500_-_722_ID130_box887.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_2_-_00_03_16_500_-_786_ID135_box969.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_2_-_00_03_22_500_-_810_ID138_box1003.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_2_-_00_03_29_500_-_838_ID146_box1063.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_2_-_00_04_02_750_-_971_ID186_box1334.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_2_-_00_04_20_500_-_1042_ID202_box1434.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_2_-_00_04_23_00_-_1052_ID209_box1462.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
021015_afternoon_25cmlasers_leslie_2_-_00_04_48_750_-_1155_ID258_box1745.jpg,,,,,,,,,,Little Cayman,West End Little Cayman FSA,19.64998,-80.12083,2015,2,10,13,,,Leslie,Grouper Moon,Leslie,Epinephelus ,striatus,,,unapproved,,,,,,,,,,,,,,,,,alive,adult,,,,,,,,,,
